odtaz_timeslot,o2d_taz,timeslot,ODcount
"2-84,7-9",2-84,7-9,24
"2-84,9-17",2-84,9-17,24
"2-85,17-19",2-85,17-19,12
"2-85,19-24",2-85,19-24,96
"2-85,7-9",2-85,7-9,12
"2-85,9-17",2-85,9-17,168
"2-86,9-17",2-86,9-17,12
"2-89,17-19",2-89,17-19,12
"2-90,9-17",2-90,9-17,12
"2-99,17-19",2-99,17-19,12
"20-10,9-17",20-10,9-17,12
"20-1009,7-9",20-1009,7-9,12
"20-1013,19-24",20-1013,19-24,12
"20-127,19-24",20-127,19-24,12
"20-128,19-24",20-128,19-24,12
"20-142,0-7",20-142,0-7,12
"20-144,9-17",20-144,9-17,12
"20-149,9-17",20-149,9-17,12
"20-17,19-24",20-17,19-24,12
"20-181,19-24",20-181,19-24,12
"20-2,0-7",20-2,0-7,12
"20-2,9-17",20-2,9-17,24
"20-21,0-7",20-21,0-7,12
"20-21,17-19",20-21,17-19,12
"20-21,19-24",20-21,19-24,12
"20-21,9-17",20-21,9-17,12
"20-3,7-9",20-3,7-9,12
"20-32,9-17",20-32,9-17,12
"20-33,0-7",20-33,0-7,12
"20-33,7-9",20-33,7-9,12
"20-33,9-17",20-33,9-17,12
"20-43,19-24",20-43,19-24,12
"20-46,7-9",20-46,7-9,12
"20-46,9-17",20-46,9-17,12
"20-7,19-24",20-7,19-24,12
"20-7,9-17",20-7,9-17,12
"20-85,9-17",20-85,9-17,12
"200-1,0-7",200-1,0-7,12
"200-1005,9-17",200-1005,9-17,12
"200-1009,9-17",200-1009,9-17,10
"200-114,9-17",200-114,9-17,12
"200-116,19-24",200-116,19-24,12
"200-116,7-9",200-116,7-9,12
"200-128,17-19",200-128,17-19,12
"200-129,19-24",200-129,19-24,12
"200-142,0-7",200-142,0-7,24
"200-142,19-24",200-142,19-24,12
"200-142,9-17",200-142,9-17,12
"200-144,0-7",200-144,0-7,12
"200-144,19-24",200-144,19-24,12
"200-144,7-9",200-144,7-9,12
"200-144,9-17",200-144,9-17,36
"200-158,7-9",200-158,7-9,12
"200-168,9-17",200-168,9-17,12
"200-17,9-17",200-17,9-17,12
"200-179,7-9",200-179,7-9,12
"200-181,7-9",200-181,7-9,12
"200-194,7-9",200-194,7-9,12
"200-198,9-17",200-198,9-17,12
"200-2,0-7",200-2,0-7,12
"200-201,19-24",200-201,19-24,12
"200-203,0-7",200-203,0-7,12
"200-203,19-24",200-203,19-24,24
"200-205,0-7",200-205,0-7,12
"200-205,7-9",200-205,7-9,12
"200-206,19-24",200-206,19-24,12
"200-206,7-9",200-206,7-9,36
"200-21,7-9",200-21,7-9,12
"200-32,9-17",200-32,9-17,8
"200-36,19-24",200-36,19-24,12
"200-47,0-7",200-47,0-7,36
"200-47,9-17",200-47,9-17,36
"200-62,17-19",200-62,17-19,12
"200-83,0-7",200-83,0-7,12
"201-1,0-7",201-1,0-7,36
"201-1,19-24",201-1,19-24,42
"201-10,0-7",201-10,0-7,12
"201-1005,17-19",201-1005,17-19,12
"201-1005,19-24",201-1005,19-24,36
"201-1005,7-9",201-1005,7-9,60
"201-1005,9-17",201-1005,9-17,84
"201-1008,9-17",201-1008,9-17,12
"201-101,7-9",201-101,7-9,12
"201-1010,0-7",201-1010,0-7,24
"201-1010,9-17",201-1010,9-17,10
"201-1011,9-17",201-1011,9-17,12
"201-104,9-17",201-104,9-17,12
"201-113,17-19",201-113,17-19,12
"201-114,17-19",201-114,17-19,12
"201-114,19-24",201-114,19-24,20
"201-114,7-9",201-114,7-9,12
"201-115,19-24",201-115,19-24,12
"201-116,17-19",201-116,17-19,12
"201-116,19-24",201-116,19-24,23
"201-116,7-9",201-116,7-9,12
"201-116,9-17",201-116,9-17,24
"201-119,0-7",201-119,0-7,12
"201-123,19-24",201-123,19-24,12
"201-123,7-9",201-123,7-9,24
"201-128,0-7",201-128,0-7,12
"201-128,17-19",201-128,17-19,12
"201-128,19-24",201-128,19-24,24
"201-128,7-9",201-128,7-9,12
"201-128,9-17",201-128,9-17,132
"201-129,0-7",201-129,0-7,24
"201-129,17-19",201-129,17-19,24
"201-129,19-24",201-129,19-24,36
"201-129,7-9",201-129,7-9,24
"201-129,9-17",201-129,9-17,36
"201-131,7-9",201-131,7-9,24
"201-131,9-17",201-131,9-17,36
"201-132,17-19",201-132,17-19,12
"201-132,9-17",201-132,9-17,12
"201-139,17-19",201-139,17-19,12
"201-139,9-17",201-139,9-17,24
"201-142,17-19",201-142,17-19,24
"201-142,19-24",201-142,19-24,60
"201-142,7-9",201-142,7-9,12
"201-142,9-17",201-142,9-17,36
"201-144,0-7",201-144,0-7,36
"201-144,17-19",201-144,17-19,24
"201-144,19-24",201-144,19-24,36
"201-144,9-17",201-144,9-17,36
"201-145,17-19",201-145,17-19,12
"201-146,0-7",201-146,0-7,12
"201-146,19-24",201-146,19-24,12
"201-147,19-24",201-147,19-24,12
"201-147,9-17",201-147,9-17,24
"201-148,7-9",201-148,7-9,12
"201-151,17-19",201-151,17-19,12
"201-151,19-24",201-151,19-24,12
"201-151,7-9",201-151,7-9,12
"201-156,9-17",201-156,9-17,24
"201-159,17-19",201-159,17-19,12
"201-160,9-17",201-160,9-17,24
"201-164,17-19",201-164,17-19,33
"201-164,19-24",201-164,19-24,60
"201-164,7-9",201-164,7-9,84
"201-164,9-17",201-164,9-17,156
"201-165,0-7",201-165,0-7,23
"201-165,17-19",201-165,17-19,12
"201-165,7-9",201-165,7-9,12
"201-165,9-17",201-165,9-17,12
"201-168,0-7",201-168,0-7,12
"201-168,9-17",201-168,9-17,12
"201-171,9-17",201-171,9-17,12
"201-172,17-19",201-172,17-19,12
"201-172,9-17",201-172,9-17,12
"201-173,19-24",201-173,19-24,12
"201-176,9-17",201-176,9-17,12
"201-180,7-9",201-180,7-9,12
"201-182,7-9",201-182,7-9,12
"201-185,9-17",201-185,9-17,12
"201-186,17-19",201-186,17-19,12
"201-187,0-7",201-187,0-7,12
"201-188,19-24",201-188,19-24,12
"201-188,7-9",201-188,7-9,12
"201-189,9-17",201-189,9-17,24
"201-194,0-7",201-194,0-7,12
"201-194,17-19",201-194,17-19,12
"201-194,9-17",201-194,9-17,12
"201-196,19-24",201-196,19-24,9
"201-196,9-17",201-196,9-17,24
"201-200,7-9",201-200,7-9,12
"201-200,9-17",201-200,9-17,12
"201-201,0-7",201-201,0-7,12
"201-201,19-24",201-201,19-24,12
"201-201,9-17",201-201,9-17,24
"201-202,9-17",201-202,9-17,12
"201-203,19-24",201-203,19-24,12
"201-203,9-17",201-203,9-17,24
"201-204,0-7",201-204,0-7,12
"201-204,9-17",201-204,9-17,24
"201-205,0-7",201-205,0-7,12
"201-205,17-19",201-205,17-19,12
"201-205,19-24",201-205,19-24,12
"201-205,7-9",201-205,7-9,36
"201-205,9-17",201-205,9-17,48
"201-206,0-7",201-206,0-7,12
"201-206,17-19",201-206,17-19,12
"201-206,19-24",201-206,19-24,12
"201-206,7-9",201-206,7-9,12
"201-206,9-17",201-206,9-17,36
"201-207,17-19",201-207,17-19,12
"201-207,19-24",201-207,19-24,12
"201-207,7-9",201-207,7-9,12
"201-22,9-17",201-22,9-17,12
"201-3,0-7",201-3,0-7,36
"201-3,17-19",201-3,17-19,202
"201-3,19-24",201-3,19-24,165
"201-3,7-9",201-3,7-9,144
"201-3,9-17",201-3,9-17,250
"201-31,0-7",201-31,0-7,12
"201-32,0-7",201-32,0-7,24
"201-32,19-24",201-32,19-24,24
"201-32,7-9",201-32,7-9,12
"201-32,9-17",201-32,9-17,12
"201-33,0-7",201-33,0-7,12
"201-33,17-19",201-33,17-19,12
"201-33,9-17",201-33,9-17,12
"201-41,7-9",201-41,7-9,12
"201-43,0-7",201-43,0-7,48
"201-43,19-24",201-43,19-24,24
"201-43,7-9",201-43,7-9,12
"201-43,9-17",201-43,9-17,12
"201-44,19-24",201-44,19-24,12
"201-45,0-7",201-45,0-7,48
"201-45,17-19",201-45,17-19,12
"201-45,19-24",201-45,19-24,24
"201-45,7-9",201-45,7-9,12
"201-45,9-17",201-45,9-17,12
"201-47,0-7",201-47,0-7,120
"201-47,19-24",201-47,19-24,108
"201-47,7-9",201-47,7-9,36
"201-47,9-17",201-47,9-17,91
"201-52,7-9",201-52,7-9,12
"201-6,7-9",201-6,7-9,12
"201-63,17-19",201-63,17-19,48
"201-64,9-17",201-64,9-17,24
"201-65,17-19",201-65,17-19,12
"201-65,19-24",201-65,19-24,12
"201-7,0-7",201-7,0-7,8
"201-75,9-17",201-75,9-17,24
"201-76,7-9",201-76,7-9,24
"201-77,7-9",201-77,7-9,72
"201-79,19-24",201-79,19-24,24
"201-8,19-24",201-8,19-24,12
"201-80,17-19",201-80,17-19,12
"201-82,19-24",201-82,19-24,24
"201-84,0-7",201-84,0-7,8
"201-87,17-19",201-87,17-19,24
"201-94,0-7",201-94,0-7,12
"201-98,9-17",201-98,9-17,24
"202-113,19-24",202-113,19-24,12
"202-129,7-9",202-129,7-9,12
"202-131,7-9",202-131,7-9,12
"202-145,7-9",202-145,7-9,12
"202-164,9-17",202-164,9-17,12
"202-183,7-9",202-183,7-9,12
"202-194,7-9",202-194,7-9,12
"202-197,19-24",202-197,19-24,12
"202-198,19-24",202-198,19-24,12
"202-198,7-9",202-198,7-9,12
"202-199,7-9",202-199,7-9,12
"202-200,7-9",202-200,7-9,12
"202-201,19-24",202-201,19-24,12
"202-45,0-7",202-45,0-7,12
"203-1,19-24",203-1,19-24,12
"203-1004,19-24",203-1004,19-24,12
"203-1005,19-24",203-1005,19-24,12
"203-1005,9-17",203-1005,9-17,12
"203-1009,19-24",203-1009,19-24,12
"203-114,0-7",203-114,0-7,12
"203-114,7-9",203-114,7-9,12
"203-116,7-9",203-116,7-9,12
"203-118,9-17",203-118,9-17,12
"203-123,17-19",203-123,17-19,12
"203-123,19-24",203-123,19-24,24
"203-123,7-9",203-123,7-9,12
"203-123,9-17",203-123,9-17,48
"203-128,19-24",203-128,19-24,12
"203-128,9-17",203-128,9-17,12
"203-129,0-7",203-129,0-7,12
"203-129,17-19",203-129,17-19,24
"203-129,9-17",203-129,9-17,32
"203-131,19-24",203-131,19-24,12
"203-131,9-17",203-131,9-17,12
"203-132,19-24",203-132,19-24,12
"203-142,17-19",203-142,17-19,24
"203-142,7-9",203-142,7-9,12
"203-142,9-17",203-142,9-17,48
"203-144,19-24",203-144,19-24,12
"203-144,9-17",203-144,9-17,36
"203-148,9-17",203-148,9-17,12
"203-151,7-9",203-151,7-9,12
"203-152,19-24",203-152,19-24,12
"203-159,9-17",203-159,9-17,12
"203-160,7-9",203-160,7-9,24
"203-162,7-9",203-162,7-9,12
"203-162,9-17",203-162,9-17,12
"203-164,17-19",203-164,17-19,48
"203-164,19-24",203-164,19-24,96
"203-164,7-9",203-164,7-9,12
"203-164,9-17",203-164,9-17,120
"203-168,9-17",203-168,9-17,12
"203-172,9-17",203-172,9-17,12
"203-181,19-24",203-181,19-24,12
"203-181,9-17",203-181,9-17,12
"203-182,19-24",203-182,19-24,12
"203-184,7-9",203-184,7-9,12
"203-186,7-9",203-186,7-9,12
"203-196,7-9",203-196,7-9,12
"203-197,19-24",203-197,19-24,12
"203-199,7-9",203-199,7-9,12
"203-201,19-24",203-201,19-24,12
"203-201,9-17",203-201,9-17,12
"203-202,19-24",203-202,19-24,12
"203-205,19-24",203-205,19-24,12
"203-205,9-17",203-205,9-17,24
"203-206,17-19",203-206,17-19,12
"203-206,7-9",203-206,7-9,24
"203-206,9-17",203-206,9-17,36
"203-25,0-7",203-25,0-7,12
"203-3,17-19",203-3,17-19,144
"203-3,19-24",203-3,19-24,228
"203-3,7-9",203-3,7-9,252
"203-3,9-17",203-3,9-17,252
"203-32,17-19",203-32,17-19,12
"203-32,9-17",203-32,9-17,24
"203-43,19-24",203-43,19-24,12
"203-43,7-9",203-43,7-9,12
"203-45,7-9",203-45,7-9,12
"203-45,9-17",203-45,9-17,24
"203-47,0-7",203-47,0-7,36
"203-47,17-19",203-47,17-19,12
"203-47,19-24",203-47,19-24,52
"203-47,7-9",203-47,7-9,21
"203-47,9-17",203-47,9-17,33
"203-55,7-9",203-55,7-9,7
"203-61,7-9",203-61,7-9,12
"203-62,17-19",203-62,17-19,12
"203-63,9-17",203-63,9-17,24
"203-65,7-9",203-65,7-9,12
"203-75,19-24",203-75,19-24,12
"203-76,19-24",203-76,19-24,24
"203-76,9-17",203-76,9-17,24
"203-77,17-19",203-77,17-19,12
"203-79,19-24",203-79,19-24,24
"203-79,9-17",203-79,9-17,24
"203-87,19-24",203-87,19-24,12
"204-1,0-7",204-1,0-7,12
"204-1005,7-9",204-1005,7-9,12
"204-1005,9-17",204-1005,9-17,12
"204-104,19-24",204-104,19-24,11
"204-113,19-24",204-113,19-24,12
"204-116,9-17",204-116,9-17,12
"204-123,19-24",204-123,19-24,12
"204-123,9-17",204-123,9-17,24
"204-128,0-7",204-128,0-7,24
"204-128,9-17",204-128,9-17,24
"204-129,19-24",204-129,19-24,12
"204-131,9-17",204-131,9-17,24
"204-139,9-17",204-139,9-17,12
"204-142,17-19",204-142,17-19,12
"204-154,17-19",204-154,17-19,12
"204-156,17-19",204-156,17-19,12
"204-156,7-9",204-156,7-9,12
"204-159,7-9",204-159,7-9,12
"204-159,9-17",204-159,9-17,12
"204-163,17-19",204-163,17-19,12
"204-163,7-9",204-163,7-9,12
"204-164,17-19",204-164,17-19,12
"204-164,19-24",204-164,19-24,36
"204-164,7-9",204-164,7-9,12
"204-164,9-17",204-164,9-17,12
"204-17,0-7",204-17,0-7,12
"204-175,7-9",204-175,7-9,12
"204-186,7-9",204-186,7-9,12
"204-198,0-7",204-198,0-7,12
"204-198,19-24",204-198,19-24,12
"204-201,7-9",204-201,7-9,12
"204-202,0-7",204-202,0-7,12
"204-203,0-7",204-203,0-7,12
"204-203,9-17",204-203,9-17,12
"204-206,19-24",204-206,19-24,12
"204-207,9-17",204-207,9-17,12
"204-3,17-19",204-3,17-19,132
"204-3,19-24",204-3,19-24,120
"204-3,7-9",204-3,7-9,312
"204-3,9-17",204-3,9-17,228
"204-32,9-17",204-32,9-17,12
"204-33,7-9",204-33,7-9,12
"204-41,19-24",204-41,19-24,12
"204-43,9-17",204-43,9-17,24
"204-45,0-7",204-45,0-7,24
"204-47,0-7",204-47,0-7,36
"204-47,19-24",204-47,19-24,15
"204-47,9-17",204-47,9-17,12
"204-52,7-9",204-52,7-9,12
"204-64,7-9",204-64,7-9,12
"204-65,7-9",204-65,7-9,12
"205-10,17-19",205-10,17-19,10
"205-1002,17-19",205-1002,17-19,12
"205-1003,0-7",205-1003,0-7,12
"205-1003,17-19",205-1003,17-19,12
"205-1004,0-7",205-1004,0-7,12
"205-1004,17-19",205-1004,17-19,12
"205-1004,19-24",205-1004,19-24,12
"205-1004,7-9",205-1004,7-9,12
"205-1004,9-17",205-1004,9-17,24
"205-1005,0-7",205-1005,0-7,24
"205-1005,17-19",205-1005,17-19,48
"205-1005,19-24",205-1005,19-24,48
"205-1005,7-9",205-1005,7-9,24
"205-1005,9-17",205-1005,9-17,120
"205-1009,0-7",205-1009,0-7,12
"205-104,9-17",205-104,9-17,12
"205-108,7-9",205-108,7-9,12
"205-113,19-24",205-113,19-24,12
"205-113,7-9",205-113,7-9,36
"205-113,9-17",205-113,9-17,36
"205-114,0-7",205-114,0-7,12
"205-116,7-9",205-116,7-9,12
"205-128,7-9",205-128,7-9,12
"205-131,0-7",205-131,0-7,24
"205-131,19-24",205-131,19-24,12
"205-131,9-17",205-131,9-17,36
"205-142,0-7",205-142,0-7,12
"205-142,19-24",205-142,19-24,72
"205-142,7-9",205-142,7-9,48
"205-142,9-17",205-142,9-17,36
"205-144,17-19",205-144,17-19,12
"205-144,9-17",205-144,9-17,36
"205-146,0-7",205-146,0-7,12
"205-146,17-19",205-146,17-19,12
"205-146,19-24",205-146,19-24,12
"205-156,19-24",205-156,19-24,12
"205-157,9-17",205-157,9-17,24
"205-160,9-17",205-160,9-17,12
"205-162,0-7",205-162,0-7,12
"205-163,0-7",205-163,0-7,12
"205-164,0-7",205-164,0-7,12
"205-164,17-19",205-164,17-19,12
"205-164,7-9",205-164,7-9,36
"205-164,9-17",205-164,9-17,72
"205-165,19-24",205-165,19-24,12
"205-175,17-19",205-175,17-19,12
"205-176,9-17",205-176,9-17,12
"205-185,19-24",205-185,19-24,12
"205-191,17-19",205-191,17-19,12
"205-194,17-19",205-194,17-19,36
"205-194,7-9",205-194,7-9,12
"205-194,9-17",205-194,9-17,60
"205-195,17-19",205-195,17-19,12
"205-196,7-9",205-196,7-9,12
"205-196,9-17",205-196,9-17,36
"205-197,7-9",205-197,7-9,24
"205-198,9-17",205-198,9-17,12
"205-200,7-9",205-200,7-9,12
"205-201,0-7",205-201,0-7,12
"205-201,19-24",205-201,19-24,12
"205-201,7-9",205-201,7-9,12
"205-201,9-17",205-201,9-17,12
"205-202,19-24",205-202,19-24,12
"205-204,19-24",205-204,19-24,12
"205-205,0-7",205-205,0-7,24
"205-205,17-19",205-205,17-19,72
"205-205,19-24",205-205,19-24,72
"205-205,7-9",205-205,7-9,96
"205-205,9-17",205-205,9-17,132
"205-206,0-7",205-206,0-7,36
"205-206,17-19",205-206,17-19,12
"205-206,19-24",205-206,19-24,24
"205-206,7-9",205-206,7-9,12
"205-206,9-17",205-206,9-17,36
"205-207,0-7",205-207,0-7,12
"205-207,17-19",205-207,17-19,12
"205-207,19-24",205-207,19-24,12
"205-208,9-17",205-208,9-17,12
"205-22,0-7",205-22,0-7,12
"205-3,0-7",205-3,0-7,12
"205-3,19-24",205-3,19-24,9
"205-32,19-24",205-32,19-24,12
"205-42,19-24",205-42,19-24,8
"205-47,0-7",205-47,0-7,7
"205-47,9-17",205-47,9-17,12
"205-52,9-17",205-52,9-17,8
"205-7,0-7",205-7,0-7,12
"205-82,19-24",205-82,19-24,24
"205-83,0-7",205-83,0-7,12
"205-84,0-7",205-84,0-7,12
"205-84,19-24",205-84,19-24,24
"205-85,19-24",205-85,19-24,12
"205-86,0-7",205-86,0-7,12
"205-87,7-9",205-87,7-9,12
"206-1005,0-7",206-1005,0-7,24
"206-1005,19-24",206-1005,19-24,12
"206-1009,19-24",206-1009,19-24,9
"206-102,19-24",206-102,19-24,12
"206-113,17-19",206-113,17-19,12
"206-116,19-24",206-116,19-24,12
"206-125,17-19",206-125,17-19,12
"206-127,17-19",206-127,17-19,12
"206-128,0-7",206-128,0-7,12
"206-129,0-7",206-129,0-7,36
"206-131,9-17",206-131,9-17,12
"206-132,9-17",206-132,9-17,12
"206-142,0-7",206-142,0-7,48
"206-142,17-19",206-142,17-19,252
"206-142,19-24",206-142,19-24,216
"206-142,7-9",206-142,7-9,276
"206-142,9-17",206-142,9-17,180
"206-144,0-7",206-144,0-7,24
"206-144,17-19",206-144,17-19,276
"206-144,19-24",206-144,19-24,204
"206-144,7-9",206-144,7-9,240
"206-144,9-17",206-144,9-17,288
"206-145,19-24",206-145,19-24,12
"206-156,7-9",206-156,7-9,12
"206-160,7-9",206-160,7-9,24
"206-161,17-19",206-161,17-19,12
"206-164,9-17",206-164,9-17,12
"206-172,9-17",206-172,9-17,12
"206-181,7-9",206-181,7-9,12
"206-188,7-9",206-188,7-9,12
"206-196,9-17",206-196,9-17,12
"206-198,17-19",206-198,17-19,12
"206-198,19-24",206-198,19-24,36
"206-199,17-19",206-199,17-19,12
"206-199,9-17",206-199,9-17,36
"206-200,17-19",206-200,17-19,12
"206-200,19-24",206-200,19-24,48
"206-200,9-17",206-200,9-17,24
"206-201,0-7",206-201,0-7,12
"206-201,17-19",206-201,17-19,12
"206-201,19-24",206-201,19-24,12
"206-201,9-17",206-201,9-17,36
"206-202,9-17",206-202,9-17,12
"206-203,0-7",206-203,0-7,12
"206-203,17-19",206-203,17-19,48
"206-203,19-24",206-203,19-24,12
"206-203,9-17",206-203,9-17,36
"206-204,17-19",206-204,17-19,24
"206-204,19-24",206-204,19-24,24
"206-205,0-7",206-205,0-7,12
"206-205,17-19",206-205,17-19,12
"206-205,19-24",206-205,19-24,12
"206-205,7-9",206-205,7-9,24
"206-205,9-17",206-205,9-17,24
"206-207,7-9",206-207,7-9,12
"206-207,9-17",206-207,9-17,12
"206-3,17-19",206-3,17-19,24
"206-3,19-24",206-3,19-24,56
"206-3,7-9",206-3,7-9,84
"206-3,9-17",206-3,9-17,48
"206-33,19-24",206-33,19-24,12
"206-43,0-7",206-43,0-7,12
"206-61,7-9",206-61,7-9,12
"206-7,0-7",206-7,0-7,12
"206-77,7-9",206-77,7-9,24
"206-98,9-17",206-98,9-17,12
"207-1003,0-7",207-1003,0-7,12
"207-1005,0-7",207-1005,0-7,24
"207-1005,7-9",207-1005,7-9,24
"207-1005,9-17",207-1005,9-17,24
"207-101,17-19",207-101,17-19,12
"207-114,19-24",207-114,19-24,12
"207-193,7-9",207-193,7-9,12
"207-196,0-7",207-196,0-7,12
"207-201,9-17",207-201,9-17,12
"207-205,0-7",207-205,0-7,24
"207-205,19-24",207-205,19-24,12
"207-205,7-9",207-205,7-9,24
"207-205,9-17",207-205,9-17,12
"207-21,19-24",207-21,19-24,12
"207-22,9-17",207-22,9-17,11
"207-4,0-7",207-4,0-7,12
"207-55,7-9",207-55,7-9,12
"207-87,9-17",207-87,9-17,12
"208-1004,0-7",208-1004,0-7,12
"208-1004,7-9",208-1004,7-9,12
"208-1004,9-17",208-1004,9-17,12
"208-104,9-17",208-104,9-17,12
"208-128,17-19",208-128,17-19,12
"208-131,9-17",208-131,9-17,12
"208-142,9-17",208-142,9-17,12
"208-144,9-17",208-144,9-17,12
"208-153,9-17",208-153,9-17,24
"208-189,0-7",208-189,0-7,12
"208-194,17-19",208-194,17-19,12
"208-194,7-9",208-194,7-9,12
"208-196,9-17",208-196,9-17,12
"208-205,9-17",208-205,9-17,12
"208-208,7-9",208-208,7-9,12
"21-1,19-24",21-1,19-24,12
"21-1,9-17",21-1,9-17,12
"21-10,9-17",21-10,9-17,24
"21-1013,19-24",21-1013,19-24,12
"21-1015,7-9",21-1015,7-9,12
"21-104,19-24",21-104,19-24,12
"21-104,7-9",21-104,7-9,12
"21-129,0-7",21-129,0-7,12
"21-142,0-7",21-142,0-7,8
"21-144,9-17",21-144,9-17,12
"21-164,7-9",21-164,7-9,7
"21-165,9-17",21-165,9-17,12
"21-17,0-7",21-17,0-7,12
"21-17,17-19",21-17,17-19,12
"21-17,19-24",21-17,19-24,12
"21-18,0-7",21-18,0-7,12
"21-19,7-9",21-19,7-9,12
"21-196,0-7",21-196,0-7,12
"21-2,17-19",21-2,17-19,12
"21-2,9-17",21-2,9-17,24
"21-3,17-19",21-3,17-19,12
"21-3,19-24",21-3,19-24,12
"21-3,9-17",21-3,9-17,24
"21-41,9-17",21-41,9-17,12
"21-47,0-7",21-47,0-7,12
"21-47,9-17",21-47,9-17,24
"21-7,17-19",21-7,17-19,12
"21-7,9-17",21-7,9-17,24
"21-84,17-19",21-84,17-19,12
"21-84,9-17",21-84,9-17,12
"21-85,0-7",21-85,0-7,36
"21-85,9-17",21-85,9-17,24
"21-98,7-9",21-98,7-9,12
"22-1,9-17",22-1,9-17,12
"22-10,17-19",22-10,17-19,24
"22-10,19-24",22-10,19-24,12
"22-10,9-17",22-10,9-17,12
"22-1009,0-7",22-1009,0-7,12
"22-1009,9-17",22-1009,9-17,24
"22-1011,0-7",22-1011,0-7,12
"22-1011,19-24",22-1011,19-24,12
"22-1011,9-17",22-1011,9-17,24
"22-1013,0-7",22-1013,0-7,12
"22-1013,9-17",22-1013,9-17,12
"22-142,19-24",22-142,19-24,12
"22-164,0-7",22-164,0-7,12
"22-165,0-7",22-165,0-7,24
"22-165,9-17",22-165,9-17,12
"22-17,0-7",22-17,0-7,12
"22-18,9-17",22-18,9-17,12
"22-2,17-19",22-2,17-19,12
"22-2,19-24",22-2,19-24,12
"22-20,9-17",22-20,9-17,24
"22-21,0-7",22-21,0-7,12
"22-22,19-24",22-22,19-24,24
"22-24,0-7",22-24,0-7,12
"22-24,9-17",22-24,9-17,12
"22-26,7-9",22-26,7-9,12
"22-27,17-19",22-27,17-19,12
"22-3,19-24",22-3,19-24,12
"22-3,7-9",22-3,7-9,12
"22-3,9-17",22-3,9-17,36
"22-32,19-24",22-32,19-24,12
"22-33,17-19",22-33,17-19,12
"22-33,9-17",22-33,9-17,12
"22-44,19-24",22-44,19-24,12
"22-45,9-17",22-45,9-17,12
"22-46,0-7",22-46,0-7,12
"22-46,7-9",22-46,7-9,12
"22-46,9-17",22-46,9-17,12
"22-47,19-24",22-47,19-24,36
"22-47,9-17",22-47,9-17,12
"22-6,17-19",22-6,17-19,12
"22-7,0-7",22-7,0-7,12
"22-7,19-24",22-7,19-24,24
"22-7,7-9",22-7,7-9,24
"22-7,9-17",22-7,9-17,12
"22-84,7-9",22-84,7-9,12
"22-85,0-7",22-85,0-7,24
"22-85,19-24",22-85,19-24,24
"22-85,9-17",22-85,9-17,60
"23-1009,9-17",23-1009,9-17,12
"23-104,7-9",23-104,7-9,12
"23-104,9-17",23-104,9-17,12
"23-119,9-17",23-119,9-17,12
"23-131,17-19",23-131,17-19,12
"23-17,0-7",23-17,0-7,12
"23-17,7-9",23-17,7-9,12
"23-17,9-17",23-17,9-17,12
"23-2,7-9",23-2,7-9,12
"23-201,19-24",23-201,19-24,12
"23-22,7-9",23-22,7-9,12
"23-25,0-7",23-25,0-7,12
"23-27,7-9",23-27,7-9,12
"23-3,0-7",23-3,0-7,12
"23-3,9-17",23-3,9-17,24
"23-32,19-24",23-32,19-24,12
"23-32,9-17",23-32,9-17,12
"23-42,17-19",23-42,17-19,12
"23-45,9-17",23-45,9-17,12
"23-47,0-7",23-47,0-7,12
"23-47,19-24",23-47,19-24,12
"23-47,9-17",23-47,9-17,24
"23-51,17-19",23-51,17-19,12
"23-53,7-9",23-53,7-9,12
"23-6,17-19",23-6,17-19,12
"23-6,7-9",23-6,7-9,12
"23-7,19-24",23-7,19-24,12
"23-7,9-17",23-7,9-17,24
"23-83,7-9",23-83,7-9,12
"23-98,7-9",23-98,7-9,12
"24-1,0-7",24-1,0-7,12
"24-1,17-19",24-1,17-19,12
"24-1007,0-7",24-1007,0-7,12
"24-1009,19-24",24-1009,19-24,12
"24-1014,9-17",24-1014,9-17,12
"24-114,0-7",24-114,0-7,12
"24-119,19-24",24-119,19-24,12
"24-128,0-7",24-128,0-7,12
"24-135,17-19",24-135,17-19,12
"24-156,17-19",24-156,17-19,12
"24-179,0-7",24-179,0-7,12
"24-200,7-9",24-200,7-9,12
"24-24,7-9",24-24,7-9,12
"24-37,17-19",24-37,17-19,12
"24-37,9-17",24-37,9-17,12
"24-47,9-17",24-47,9-17,12
"24-61,9-17",24-61,9-17,12
"25-1015,0-7",25-1015,0-7,12
"25-1015,17-19",25-1015,17-19,12
"25-125,0-7",25-125,0-7,12
"25-133,0-7",25-133,0-7,12
"25-144,0-7",25-144,0-7,12
"25-144,19-24",25-144,19-24,12
"25-164,9-17",25-164,9-17,12
"25-17,0-7",25-17,0-7,12
"25-2,17-19",25-2,17-19,12
"25-22,19-24",25-22,19-24,12
"25-25,9-17",25-25,9-17,12
"25-27,9-17",25-27,9-17,12
"25-33,19-24",25-33,19-24,12
"25-33,7-9",25-33,7-9,12
"25-35,19-24",25-35,19-24,12
"25-47,19-24",25-47,19-24,12
"25-47,7-9",25-47,7-9,12
"25-7,9-17",25-7,9-17,12
"25-8,7-9",25-8,7-9,12
"25-84,9-17",25-84,9-17,12
"26-1,0-7",26-1,0-7,24
"26-1,19-24",26-1,19-24,12
"26-10,0-7",26-10,0-7,12
"26-10,9-17",26-10,9-17,12
"26-101,9-17",26-101,9-17,12
"26-104,9-17",26-104,9-17,24
"26-114,9-17",26-114,9-17,12
